year,month,법무부?KTO,,,일본 JNTO,,중국 국가관광국,,대만 교통부 관광국,,홍콩 정부관광국,,태국 정부관광국,,베트남 정부 관광국,,마카오정부 관광국,,싱가포르 정부관광국,,스리랑카 관광국,,필리핀 관광청,,캄보디아 관광청,,인도네시아관광국,,말레이시아 정부 관광국,,이스라엘 관광국,,터키 관광국,,몽골 통계청,,몰디브 관광국,,미얀마 관광국,,인도 관광청,,키프로스 통계청,,부탄 관광국,,요르단 관광국,,라오스 통계청,,네팔 관광국,,예멘 관광국,
,,출국자수,국적기준,,입국자 수,국적기준,입국자 수,국적기준,입국자 수,거주지 기준,입국자 수,거주지 기준,입국자 수,국적기준,입국자 수,국적 기준,입국자 수,국적 기준,입국자 수,거주지 기준,입국자 수,거주국기준,입국자 수,거주지 기준,입국자 수,거주지 기준,입국자 수,거주국기준,입국자 수,거주지 기준,입국자 수,거주국기준,입국자 수,국적 기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준
,,명수,전년대비,,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비, 명수 ,전년대비, 명수 ,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비
2013년,8월,"1,407,186",5.40%,,"215,498",6.80%,"392,300",-2.80%,"29,455",36.60%,"104,085",-4.60%,"128,162",6.30%,"65,153",10.00%,"48,395",0.70%,"45,986",-2.90%,"1,202",69.80%,"115,130",13.90%,"13,203",-57.30%,"28,129",16.10%,"22,317",-18.60%,"1,900",5.60%,"17,379",18.00%,,,"1,998",66.90%,,,,,0,-,,,,,,,"1,419",-0.70%,,
2013년,9월,"1,195,238",12.80%,,"164,499",12.90%,"338,600",6.10%,"30,379",56.30%,"85,660",11.40%,"94,266",11.90%,"57,784",25.10%,"37,776",15.90%,"35,599",13.90%,699,73.00%,"86,753",17.60%,"21,441",10.90%,"26,866",20.30%,"20,174",-9.90%,"1,700",0.00%,"17,360",40.20%,,,"2,574",12.30%,,,,,0,-,,,,,,,-,-,,
2013년,10월,"1,239,143",7.30%,,"158,273",-5.90%,"391,800",5.30%,"37,295",79.00%,"91,672",10.10%,"110,509",13.50%,"56,628",14.00%,"38,632",12.00%,"40,157",15.70%,"1,161",132.70%,"81,605",2.60%,"29,676",-4.70%,"28,055",13.60%,"21,125",15.60%,"2,500",8.70%,"15,942",13.60%,"6,375",13.40%,"4,239",39.30%,,,,,0,-,,,,,,,-,-,,
2013년,11월,"1,154,064",3.30%,,"170,901",-6.90%,"312,700",-0.30%,"40,717",77.00%,"95,232",9.70%,"113,658",3.50%,"64,161",7.30%,"38,505",11.00%,"40,388",18.70%,"1,224",40.50%,"78,863",-12.00%,"34,822",15.10%,"27,866",9.70%,"21,018",-6.50%,"2,300",9.50%,"14,298",20.10%,,,"3,851",36.60%,,,,,0,-,,,,,,,-,-,,
2013년,12월,"1,204,463",2.90%,,"182,846",-8.60%,"276,800",-1.60%,"44,269",81.20%,"107,282",4.80%,"114,468",1.30%,"65,862",1.40%,"46,412",5.10%,"35,986",15.30%,"1,154",24.80%,"96,440",-11.60%,"52,573",20.70%,"29,139",20.00%,"25,502",11.50%,"1,400",7.70%,"13,921",24.50%,,,"3,521",46.20%,,,,,0,-,,,,,,,-,-,,
2014년,1월,"1,468,903",3.00%,,"255,517",9.00%,"294,000",-8.80%,"59,401",90.80%,"126,829",13.20%,"135,598",-5.70%,"65,862",-21.90%,"59,143",12.30%,"59,745",12.30%,"1,807",26.50%,"118,308",-12.40%,"77,137",9.00%,"33,106",4.40%,"42,207",35.40%,"3,700",0.00%,"20,035",21.20%,"6,112",13.70%,"2,164",53.50%,"58,472",6.40%,"106,870",-5.10%,0,-,858,44.00%,"15,366",-17.80%,"96,085",17.50%,691,-78.80%,,
2014년,2월,"1,312,683",10.80%,,"231,502",-1.20%,"321,100",14.30%,"49,583",105.50%,"111,257",22.60%,"100,650",-9.10%,"86,616",19.70%,"52,427",33.10%,"51,930",29.10%,"1,263",119.30%,"102,523",-3.40%,"64,116",30.00%,"30,182",20.20%,"35,443",34.30%,"4,800",29.70%,"19,046",52.00%,,,"2,171",106.80%,,,,,0,-,,,,,,,587,-61.80%,,
2014년,3월,"1,150,959",3.30%,,"192,078",-7.20%,"294,500",-6.50%,"43,509",79.40%,"95,394",19.40%,"79,481",-18.00%,"69,603",2.70%,"40,625",10.40%,"40,995",11.50%,"1,033",-23.40%,"79,408",-9.10%,"36,463",-13.10%,"25,711",2.50%,"31,364",43.10%,"2,500",19.00%,"19,768",39.60%,,,"2,611",38.70%,,,,,0,-,,,,,,,"1,317",-8.00%,,
2014년,4월,"1,179,885",7.50%,,"193,998",-5.00%,"324,800",1.50%,"37,875",69.60%,"87,263",17.40%,"77,026",-8.90%,"60,301",8.20%,"33,975",11.00%,"36,247",15.80%,761,-6.50%,"73,984",-5.30%,"25,558",-11.40%,"25,379",6.30%,"24,739",41.50%,"1,700",-43.30%,"20,917",22.90%,"9,110",-13.10%,"3,428",33.40%,,,,,0,-,,,,,,,"1,594",24.40%,,
2014년,5월,"1,223,003",3.20%,,"195,263",-14.60%,"352,000",8.60%,"38,616",66.80%,"93,339",16.00%,"74,905",-15.80%,"56,187",10.00%,"39,798",20.20%,"41,946",23.90%,720,2.10%,"79,054",-4.50%,"18,120",-25.60%,"24,351",9.10%,"29,449",50.20%,"2,300",4.50%,"21,772",22.40%,,,"3,642",33.50%,,,,,0,-,,,,,,,"1,003",25.10%,,
2014년,6월,"1,270,439",4.00%,,"207,588",-1.80%,"354,400",4.70%,"33,830",59.80%,"96,255",24.50%,"65,534",-31.10%,"50,650",-7.40%,"41,786",24.50%,"37,589",3.20%,889,19.30%,"94,694",-1.30%,"20,661",-15.10%,"26,283",-2.60%,"25,881",55.70%,"1,500",-16.70%,"20,637",38.40%,,,"3,142",28.10%,,,,,77,-,,,,,,,579,-31.80%,,
2014년,7월,"1,454,795",2.60%,,"250,741",2.80%,"361,400",1.50%,"36,886",60.20%,"106,211",25.30%,"89,189",-21.90%,"56,450",6.00%,"47,783",24.40%,"46,666",11.30%,"1,247",8.50%,"114,257",-6.10%,"25,860",-40.80%,"26,586",-9.60%,"35,262",12.80%,900,-47.10%,"23,933",57.50%,"24,148",5.20%,"2,033",0.10%,,,,,0,-,,,,,,,1202,-17.50%,,
2014년,8월,"1,547,193",9.90%,,"251,428",16.70%,"404,900",3.20%,"43,865",48.90%,"124,746",19.90%,"114,458",-10.70%,"87,457",34.20%,"58,115",20.10%,"56,623",23.10%,"1,109",-7.70%,"121,624",5.60%,"27,233",106.30%,"28,249",0.40%,"43,127",93.20%,400,-78.90%,"23,322",34.20%,,,"2,146",7.40%,,,,,0,-,,,,,,,"1,304",-8.10%,,
2014년,9월,"1,321,293",10.50%,,"217,689",32.30%,"369,300",9.10%,"37,632",23.90%,"101,550",18.60%,"81,366",-13.70%,"68,983",19.40%,"46,812",23.90%,"39,276",10.30%,770,10.20%,"82,098",-5.40%,"21,600",0.70%,"24,769",-7.80%,"27,297",35.30%,800,-52.90%,"21,099",21.50%,,,"3,229",25.40%,,,,,0,-,,,,,,,715,-,,
2014년,10월,"1,432,100",15.60%,,"249,577",57.70%,"413,900",5.60%,"47,984",28.70%,"103,413",12.80%,"93,900",-15.00%,"69,608",22.90%,"45,119",16.80%,"44,810",11.60%,"1,221",5.20%,"92,339",13.20%,"28,159",-5.10%,"29,906",6.60%,"30,724",45.40%,"1,100",-56.00%,"22,860",43.40%,"6,106",-4.20%,"3,748",-11.60%,,,,,0,-,,,,,,,"1,445",-,,
2014년,11월,"1,288,754",11.70%,,"239,029",39.90%,"335,100",7.20%,"48,248",18.50%,"95,204",0.00%,"90,281",-20.60%,"78,129",21.80%,"41,592",8.00%,"40,230",-0.40%,"1,267",3.50%,"100,243",27.10%,"33,430",-4.00%,"24,804",-11.00%,"29,162",38.70%,"1,200",-47.80%,"18,136",26.80%,,,"2,922",-24.10%,,,,,0,-,,,,,,,440,-,,
2014년,12월,"1,430,677",18.80%,,"270,903",48.20%,"356,400",28.80%,"50,255",13.50%,"109,586",2.10%,"114,105",-0.30%,"83,123",26.20%,"47,346",2.00%,"40,918",13.70%,"1,325",14.80%,"116,940",21.30%,"46,087",-12.30%,"28,796",-1.20%,"31,114",22.00%,800,-42.90%,"17,129",23.00%,,,"3,660",3.90%,,,,,0,-,,,,,,,598,-,,
2015년,1월,"1,834,538",24.90%,,"358,093",40.10%,"367,700",25.10%,"75,201",26.60%,"147,556",16.30%,"153,062",12.90%,"116,450",76.80%,"68,791",16.30%,"71,820",20.20%,"1,856",2.70%,"147,163",24.40%,"73,059",-5.30%,"38,620",16.70%,"55,297",31.00%,"3,300",-10.80%,"25,192",25.70%,"5,497",-10.10%,"2,133",-1.40%,"63,715",9.00%,"102,993",-3.60%,0,-,640,-25.40%,"11,521",-25.00%,"165,328",72.10%,"4,097",492.90%,,
2015년,2월,"1,445,609",10.10%,,"321,576",38.90%,"280,200",-12.70%,"57,692",16.40%,"118,746",6.70%,"117,331",16.60%,"145,563",68.10%,"56,240",7.30%,"51,415",-1.00%,"1,159",-8.20%,"121,218",18.20%,"49,616",-22.60%,"30,938",2.50%,"36,515",3.00%,"2,600",-45.80%,"19,917",4.60%,,,"1,648",-24.10%,,,,,0,-,,,,,,,"1,054",79.60%,,
2015년,3월,"1,416,683",23.10%,,"268,156",39.60%,"345,000",17.10%,"49,733",14.30%,"98,909",3.70%,"100,236",26.10%,"90,804",30.50%,"43,613",7.40%,"42,872",4.60%,"1,080",4.50%,"93,099",17.20%,"37,222",2.10%,"28,565",11.10%,"29,366",-6.40%,"2,100",-16.00%,"14,165",-28.30%,,,"3,184",21.90%,,,,,0,-,,,,,,,"2,381",80.80%,,
2015년,4월,"1,495,460",26.70%,,"304,619",57.00%,"399,500",23.00%,"49,826",31.60%,"97,683",11.90%,"86,307",12.00%,"85,297",41.50%,"41,215",21.30%,"41,602",14.80%,735,-3.40%,"90,465",22.30%,"27,746",8.60%,"28,747",13.30%,"28,773",16.30%,"2,100",23.50%,"20,352",-2.70%,"9,705",6.50%,"2,565",-25.20%,,,,,38,-,,,,,,,"1,659",4.10%,,
2015년,5월,"1,579,265",29.10%,,"315,389",61.50%,"423,100",20.20%,"54,583",41.30%,"116,583",24.90%,"89,584",19.60%,"81,557",45.20%,"52,298",31.40%,"43,883",4.60%,840,16.70%,"94,086",19.00%,"22,985",26.80%,"26,200",7.60%,"29,136",-1.10%,"2,000",-13.00%,"22,016",1.10%,,,"3,485",-4.30%,,,,,0,-,,,,,,,708,-29.40%,,
2015년,6월,"1,373,551",8.10%,,"251,504",21.20%,"325,700",-8.10%,"36,696",8.50%,"68,975",-28.30%,"91,776",40.00%,"72,927",44.00%,"31,406",-24.80%,"37,193",-1.10%,941,5.80%,"96,954",2.40%,"17,282",-16.40%,"27,224",3.60%,"25,926",0.20%,"1,500",0.00%,"18,488",-10.40%,,,"2,734",-13.00%,,,,,0,-100.00%,,,,,,,619,6.90%,,
2015년,7월,"1,675,332",15.20%,,"343,799",37.10%,"344,200",-4.80%,"45,349",22.90%,"82,370",-22.40%,"121,499",36.20%,"73,108",29.50%,"37,050",-22.50%,"48,375",3.70%,"1,447",16.00%,"119,292",4.40%,"24,129",-6.70%,"28,583",7.50%,"37,299",5.80%,"1,400",55.60%,"22,529",-5.90%,"26,038",7.80%,"2,084",2.50%,,,,,0,-,,,,,,,870,-27.60%,,
2015년,8월,"1,835,249",18.60%,,"390,971",55.50%,"428,000",5.70%,"54,320",23.80%,"96,589",-22.60%,"137,404",20.00%,"104,146",19.10%,"43,710",-24.80%,"60,468",6.80%,"1,272",14.70%,"139,472",14.70%,"25,977",-4.60%,"29,050",2.80%,"42,512",-1.40%,"1,100",175.00%,"19,690",-15.60%,,,"2,077",-3.20%,,,,,0,-,,,,,,,885,-32.10%,,
2015년,9월,"1,511,657",14.40%,,"301,645",38.60%,"373,300",1.10%,"46,770",24.30%,"86,018",-15.30%,"94,249",15.80%,"80,199",16.30%,"36,223",-22.60%,"39,063",-0.50%,"1,000",29.90%,"95,386",16.20%,"18,676",-13.50%,"25,392",2.50%,"27,014",-1.00%,"2,000",150.00%,"16,778",-20.50%,,,"2,108",-34.70%,,,,,0,-,,,,,,,886,23.90%,,
2015년,10월,"1,735,308",21.20%,,"370,842",48.60%,"447,400",8.10%,"59,864",24.80%,"101,826",-1.50%,"108,923",16.00%,"86,775",24.70%,"42,671",-5.40%,"50,582",12.90%,"1,106",-9.40%,"102,057",10.50%,"27,189",-3.40%,"30,636",2.40%,"32,190",4.80%,"2,100",90.90%,"18,328",-19.80%,"5,973",-2.20%,"3,704",-1.20%,,,,,0,-,,,,,,,"1,364",-5.60%,,
2015년,11월,"1,626,063",26.20%,,"359,845",50.50%,"370,700",10.60%,"59,168",22.60%,"108,800",14.30%,"123,303",36.60%,"100,782",29.00%,"46,071",10.80%,"44,988",11.80%,"1,542",21.70%,"105,330",5.10%,"28,625",-14.40%,"31,619",27.50%,"34,200",17.30%,"1,300",8.30%,"13,595",-25.00%,,,"4,521",54.70%,,,,,0,-,,,,,,,"1,931",338.90%,,
2015년,12월,"1,781,715",24.50%,,"415,656",53.40%,"339,600",-4.70%,"69,555",38.40%,"119,238",8.80%,"149,315",30.90%,"114,741",38.00%,"54,856",15.90%,"44,821",9.50%,"1,395",5.30%,"135,156",15.60%,"42,753",-7.20%,"28,155",-2.20%,"42,933",38.00%,"1,100",37.50%,"11,530",-32.70%,,,"2,758",-24.60%,,,,,0,-,,,,,,,"1,658",177.30%,,
2016년,1월,"2,112,337",15.10%,,"514,889",43.80%,"367,700",0.00%,"85,640",13.90%,"146,962",-0.40%,"174,970",14.30%,"149,330",28.20%,"69,223",0.60%,"74,180",3.30%,"2,105",13.40%,"147,165",0.00%,"59,945",-17.90%,"35,636",-7.70%,"61,933",12.00%,"3,300",0.00%,"13,773",-45.30%,"5,353",-2.60%,"1,896",-11.10%,"64,397",1.10%,"111,076",7.80%,0,-,"1,035",61.70%,"10,671",-7.40%,"173,260",4.80%,,,,
2016년,2월,"1,876,928",29.80%,,"490,845",52.60%,"330,400",17.90%,"76,407",32.40%,"127,996",7.80%,"147,688",25.90%,"142,234",-2.30%,"63,013",12.00%,"57,595",12.00%,"1,322",14.10%,"137,598",13.50%,"43,764",-11.80%,"31,609",2.20%,"47,349",29.70%,"4,300",65.40%,"11,399",-42.80%,,,"1,706",3.50%,,,,,12,-,,,,,,,,,,
2016년,3월,"1,569,162",10.80%,,"374,057",39.50%,"4,064,063",7.00%,"56,442",13.50%,"97,043",-1.90%,"103,289",3.00%,"116,593",28.40%,"41,675",-4.40%,"40,959",-4.50%,"1,194",10.60%,"98,781",6.10%,"27,839",-25.20%,"26,103",-8.60%,"30,563",4.10%,"2,000",-4.80%,"8,830",-37.70%,,,"1,981",-37.80%,,,,,0,-,,,,,,,,,,
2016년,4월,"1,636,597",9.40%,,"353,660",16.10%,,,"62,668",25.80%,"103,295",5.70%,"95,785",11.00%,"111,154",30.30%,"43,661",5.90%,"41,356",-0.60%,749,1.90%,"98,052",8.40%,"22,386",-19.30%,"27,989",-2.60%,"31,218",8.50%,"2,400",14.30%,"8,438",-58.50%,"11,093",14.30%,"2,169",-15.40%,,,,,40,5.30%,,,,,,,,,,
2016년,5월,"1,656,728",4.90%,,"302,088",-4.20%,,,"64,106",17.40%,"106,857",-8.30%,"96,261",7.50%,"111,952",37.30%,"48,109",-8.00%,"44,932",2.40%,914,8.80%,"94,736",0.70%,"17,508",-23.80%,"26,859",2.50%,"29,293",0.50%,"2,200",10.00%,"9,516",-56.80%,,,"2,995",-14.10%,,,,,0,-,,,,,,,,,,
2016년,6월,"1,778,317",29.50%,,"347,365",38.10%,,,"61,599",67.90%,"105,083",52.30%,"107,506",17.10%,"109,806",50.60%,"46,957",49.50%,"43,766",17.70%,909,-3.40%,"109,786",13.20%,"21,556",24.70%,"26,084",-4.20%,"27,667",6.70%,"2,400",60.00%,"10,441",-43.50%,,,"2,309",-15.50%,,,,,0,-,,,,,,,,,,
2016년,7월,"2,086,068",24.50%,,"447,008",30.00%,,,"71,641",58.00%,"109,094",32.40%,"134,310",10.50%,"116,960",60.00%,"51,992",40.30%,"54,700",13.10%,"1,231",-14.90%,"142,793",19.70%,"25,272",4.70%,"31,502",10.20%,"34,429",-7.70%,"2,000",42.90%,"9,627",-57.30%,"33,990",30.50%,"2,063",-1.00%,,,,,23,-,,,,,,,,,,
2016년,8월,"2,064,241",12.50%,,"458,927",17.40%,,,"78,023",43.60%,"114,727",18.80%,"140,804",2.50%,"147,028",41.20%,"57,739",32.10%,"62,018",2.60%,"1,296",1.90%,"147,588",5.80%,"25,410",-2.20%,"30,940",6.50%,"42,117",-0.90%,"1,400",27.30%,"6,590",-66.50%,,,"1,852",-10.80%,,,,,24,-,,,,,,,,,,
2016년,9월,"1,904,524",26.00%,,"430,614",42.80%,,,"72,200",54.40%,"113,351",31.80%,"107,890",14.50%,"128,911",60.70%,"55,075",52.00%,"37,742",-3.40%,"1,001",0.10%,"115,147",20.70%,"20,202",8.20%,"26,543",4.50%,"29,565",9.40%,"2,600",30.00%,"7,334",-56.30%,,,"2,339",11.00%,,,,,22,-,,,,,,,,,,
2016년,10월,"1,865,552",7.50%,,"449,555",21.20%,,,"73,819",23.30%,"111,226",9.20%,"99,409",-8.70%,"123,052",41.80%,"52,104",22.10%,"34,346",-32.10%,"1,173",6.10%,"112,508",10.20%,"24,164",-11.10%,"26,869",-12.30%,"34,025",5.70%,"2,200",4.80%,"6,746",-63.20%,"7,151",19.70%,"3,937",6.30%,,,,,13,-,,,,,,,,,,
2016년,11월,"1,825,701",12.30%,,"426,918",18.60%,,,"82,274",39.10%,"123,855",13.80%,"114,745",-6.90%,"132,698",31.70%,"62,009",34.60%,"36,314",-19.30%,"1,386",-10.10%,"127,547",21.10%,"27,507",-3.90%,"26,880",-15.00%,"33,975",-0.70%,"2,100",61.50%,"6,325",-53.50%,,,"3,527",-22.00%,,,,,0,-,,,,,,,,,,
2016년,12월,"2,007,035",12.60%,,"494,376",18.90%,,,"99,578",43.20%,"132,878",11.40%,"141,561",-5.20%,"154,165",34.40%,"70,706",28.90%,"38,595",-13.90%,"1,240",-11.10%,"143,380",6.10%,"41,641",-2.60%,"26,873",-4.60%,"42,305",-1.50%,"1,400",27.30%,"7,885",-31.60%,,,"2,806",1.70%,,,,,33,-,,,,,,,,,,
2017년,1월,"2,343,048",10.90%,,"625,415",21.50%,"3,854,869",-19.10%,"112,078",30.90%,"146,326",-0.40%,"171,485",-2.00%,"171,932",15.10%,"81,448",17.70%,"60,245",-18.80%,"1,843",-12.40%,"154,367",4.90%,"57,684",-3.80%,"36,221",1.60%,"53,139",-14.20%,"4,100",24.20%,"9,524",-30.90%,"6,184",15.50%,"1,945",2.60%,"65,829",2.20%,,,,,"6,048",484.30%,"15,660",46.80%,,,,,,
2017년,2월,"2,231,269",18.90%,,"599,745",22.20%,,,"94,803",24.10%,"150,226",17.40%,"163,559",10.70%,"192,572",35.40%,"82,764",31.30%,"60,174",4.50%,"1,569",18.70%,"150,685",9.50%,"43,815",0.10%,"35,616",12.70%,"41,699",-11.90%,"5,300",23.30%,"8,695",-23.70%,,,"2,308",35.30%,,,,,,,,,,,,,,,,
2017년,3월,"1,940,542",23.70%,,"488,349",30.60%,,,"86,945",54.00%,"121,401",25.10%,"128,234",24.20%,"162,960",39.80%,"65,393",56.90%,"43,942",7.30%,"1,193",-0.10%,"135,813",37.50%,"26,243",-5.70%,"30,953",18.60%,"35,802",17.10%,"3,900",95.00%,"8,483",-3.90%,,,"2,059",3.90%,,,,,,,,,,,,,,,,
2017년,4월,"2,003,943",22.40%,,"554,627",56.80%,,,"84,249",34.40%,"111,391",7.80%,"116,421",21.50%,"174,373",56.90%,"64,924",48.70%,"48,828",18.10%,886,18.30%,"117,074",19.40%,"21,876",-2.30%,"36,376",30.00%,"30,415",-2.60%,"2,900",20.80%,"9,897",17.30%,"17,444",57.30%,"3,254",50.00%,,,,,,,,,,,,,,,,
2017년,5월,"2,003,834",21.00%,,"558,892",85.00%,,,"79,543",24.10%,"115,183",7.80%,"112,220",16.60%,"187,359",67.40%,"72,205",50.10%,"52,762",17.40%,"1,003",9.70%,"128,691",35.80%,"20,119",14.90%,"34,092",26.90%,"27,947",-4.60%,"3,700",68.20%,"9,467",-0.50%,,,"3,154",5.30%,,,,,,,,,,,,,,,,
2017년,6월,"2,098,126",18.00%,,"568,877",63.80%,,,"72,031",16.90%,"110,875",5.50%,"133,734",24.40%,"177,061",61.20%,"66,758",42.20%,"49,487",13.10%,952,4.70%,"108,455",-1.20%,"175,344",-5.60%,"35,093",34.50%,"29,460",6.50%,"2,600",8.30%,"9,786",-6.30%,,,"2,432",5.30%,,,,,,,,,,,,,,,,
2017년,7월,"2,389,447",14.50%,,"644,026",44.10%,,,"71,320",-0.40%,"110,754",1.50%,"152,515",13.60%,"193,569",65.50%,"74,129",42.60%,"58,270",6.50%,"1,454",12.20%,"132,135",-7.50%,,,"44,793",42.20%,"42,349",23.00%,"2,000",0.00%,"12,059",25.30%,"42,500",25.00%,"1,856",-10.00%,,,,,,,,,,,,,,,,
2017년,8월,"2,385,301",15.60%,,"620,904",35.30%,,,"75,390",-3.40%,"121,041",5.50%,"164,001",16.50%,"240,985",63.90%,"75,548",30.80%,"60,957",-1.70%,"1,332",2.80%,"141,869",-3.90%,,,"41,200",33.20%,"46,701",10.90%,"2,100",50.00%,"10,156",54.10%,,,"2,223",20.00%,,,,,,,,,,,,,,,,
2017년,9월,"2,236,500",17.40%,,"556,885",29.30%,,,"72,012",-0.30%,"102,433",-9.60%,"134,475",24.60%,"213,538",65.60%,"60,940",10.60%,"47,600",26.10%,"1,150",14.90%,"123,834",7.50%,,,"39,059",47.20%,"40,339",36.40%,"2,800",7.70%,"10,839",47.80%,,,"3,189",36.30%,,,,,,,,,,,,,,,,
2017년,10월,"2,231,748",19.60%,,"620,936",38.10%,,,"94,207",27.60%,"137,957",24.00%,"132,014",32.80%,"219,733",78.60%,"80,528",54.60%,"53,425",55.50%,"1,342",14.40%,"139,218",23.70%,,,"33,284",23.90%,"43,110",26.70%,"5,100",131.80%,"12,784",89.50%,"8,793",23.00%,"4,487",14.00%,,,,,,,,,,,,,,,,
2017년,11월,"2,227,747",22.00%,,"622,604",45.80%,,,"98,161",19.30%,"128,185",3.50%,"147,762",28.80%,"224,056",68.80%,"72,475",16.90%,"52,123",43.50%,"1,757",26.80%,"125,583",-1.50%,,,"31,675",17.80%,"42,531",25.20%,"3,900",85.70%,"9,497",50.20%,,,"4,308",22.10%,,,,,,,,,,,,,,,,
2017년,12월,"2,404,942",19.80%,,"678,905",37.30%,,,"113,641",14.10%,"131,898",-0.70%,"161,447",14.00%,"257,107",66.80%,"77,141",9.10%,"43,484",12.70%,"1,482",19.50%,"150,097",4.70%,,,"24,829",-7.60%,"51,036",20.60%,"1,900",35.70%,"9,435",19.70%,,,"3,593",28.00%,,,,,,,,,,,,,,,,
2018년,1월,"2,866,780",22.40%,,"803,816",28.50%,,,"129,355",15.40%,"168,152",14.90%,"197,625",15.20%,"316,314",84.00%,"97,861",20.20%,"75,502",25.30%,"2,493",35.30%,"198,145",28.40%,,,"33,449",-7.70%,"68,621",29.10%,"5,700",39.00%,"11,655",22.40%,"7,157",15.70%,"2,988",53.60%,"8,591",10.70%,,,,,,,,,,,,,,
2018년,2월,"2,311,009",3.60%,,"708,318",18.10%,,,"92,515",-2.40%,"122,667",-18.30%,"160,148",-2.10%,"303,391",57.50%,"71,633",-13.40%,"53,161",-11.70%,"1,359",-13.40%,"156,555",3.90%,,,"29,361",-17.60%,"56,077",34.50%,"5,400",1.90%,"9,399",8.10%,,,"2,078",-10.00%,"5,515",,,,,,,,,,,,,,,
2018년,3월,"2,252,565",16.10%,,"619,196",26.80%,,,"78,392",-9.80%,"127,261",4.80%,"143,644",12.00%,"272,757",67.40%,"70,585",7.90%,"49,127",11.80%,"1,398",17.20%,"122,387",-9.90%,,,"25,316",-18.20%,"42,362",18.30%,"4,100",5.10%,"8,830",4.10%,,,"2,663",29.30%,"5,748",,,,,,,,,,,,,,,
2018년,4월,"2,230,200",11.30%,,"638,523",15.10%,,,"66,555",-21.00%,"106,526",-4.40%,"115,870",-0.50%,"281,385",61.40%,"61,106",-5.90%,"44,550",-8.80%,825,-6.90%,"114,973",-1.80%,,,"26,576",-26.90%,"36,684",20.60%,"4,300",48.30%,"13,566",37.10%,"19,981",14.50%,"3,008",-7.60%,"4,043",,,,,,,,,,,,,,,
2018년,5월,"2,331,565",16.40%,,"640,355",14.60%,,,"76,389",-4.00%,"111,738",-3.00%,"122,684",9.30%,"267,909",43.00%,"64,980",-10.00%,"46,720",-11.50%,892,-11.10%,"113,488",-11.80%,,,"28,786",-15.60%,"41,825",49.70%,"3,600",-2.70%,"9,516",0.50%,,,"2,647",-16.10%,"4,191",,,,,,,,,,,,,,,
2018년,6월,"2,323,986",10.80%,,"606,162",6.60%,,,"64,436",-10.50%,"96,260",-13.20%,"141,562",5.90%,"271,848",53.50%,"57,787",-13.40%,"45,325",-8.40%,963,1.20%,"110,135",1.50%,,,"25,710",-26.70%,"46,460",57.70%,"2,900",11.50%,"13,396",36.90%,,,"2,531",4.10%,"4,255",,,,,,,,,,,,,,,
2018년,7월,"2,495,297",4.40%,,"607,953",-5.60%,,,"62,696",-12.10%,"98,776",-10.80%,"153,524",0.70%,"252,396",30.40%,"59,451",-19.80%,"57,823",-0.80%,"1,444",-0.70%,"121,544",-8.00%,,,"36,839",-17.80%,"64,496",52.30%,"2,600",30.00%,"14,645",21.40%,"48,349",13.80%,"2,477",33.50%,"5,451",,,,,,,,,,,,,,,
2018년,8월,"2,519,860",5.60%,,"593,941",-4.30%,,,"71,653",-5.00%,"112,959",-6.70%,"164,135",0.10%,"320,714",33.10%,"66,052",-12.60%,"62,728",2.90%,"1,583",18.80%,"122,095",-13.90%,,,"35,918",-12.80%,"61,224",31.10%,"2,400",14.30%,"15,463",52.30%,,,"2,175",-2.20%,"4,741",,,,,,,,,,,,,,,
2018년,9월,"2,225,756",-0.50%,,"479,733",-13.90%,,,"77,457",7.60%,"100,119",-2.30%,"135,470",0.70%,"227,249",6.40%,"58,246",-4.40%,"47,734",0.30%,970,-15.70%,"119,456",-3.50%,,,"28,564",-26.90%,"45,255",12.20%,"3,600",28.60%,"14,241",31.40%,,,"2,566",-19.50%,"3,784",,,,,,,,,,,,,,,
2018년,10월,"2,347,876",5.20%,,"571,200",-8.00%,,,"90,026",-4.40%,"111,400",-19.30%,"123,236",-6.60%,"303,417",38.10%,"60,240",-25.20%,"53,926",0.90%,"1,066",-20.60%,"117,084",-15.90%,,,"30,312",-8.90%,"47,754",10.80%,"4,300",-15.70%,"15,737",23.10%,"8,697",-1.10%,"3,826",-14.70%,"7,374",,,,,,,,,,,,,,,
2018년,11월,"2,295,810",3.10%,,"588,200",-5.50%,,,"100,382",2.30%,"128,753",0.40%,"154,561",4.60%,"293,481",31.00%,"67,685",-6.60%,"50,633",-2.90%,"1,444",-17.80%,,,,,"27,676",-12.60%,"52,851",24.30%,"4,400",12.80%,"14,001",47.40%,,,"4,098",-4.90%,"9,218",,,,,,,,,,,,,,,
